Sample name,Sex,Biosample ID,Population code,Population name,Superpopulation code,Superpopulation name,Population elastic ID,Data collections,PC1,PC2,PC3,PC4,PC5
NA19328,female,SAME123463,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0319959,-0.00298332,0.00505042,-0.0053159,0.0451837
NA19331,male,SAME123250,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0319988,-0.00301928,0.00454975,-0.00462657,0.047522
NA19332,female,SAME123723,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0317377,-0.0033378,0.00511191,-0.00607392,0.0454239
NA19334,male,SAME123722,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.031613,-0.00313719,0.00461322,-0.00579782,0.0477489
NA19338,female,SAME123274,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0314807,-0.00316594,0.00446321,-0.00570075,0.0444338
NA19346,male,SAME124341,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.032566,-0.00359,0.00487262,-0.00588665,0.0475245
NA19347,male,SAME124340,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.031697,-0.00308328,0.00451765,-0.00574774,0.0474012
NA19350,male,SAME122853,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0321604,-0.0031428,0.00495129,-0.00579138,0.0472464
NA19351,female,SAME122854,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.032528,-0.00319393,0.00473028,-0.00576243,0.0433389
NA19352,male,SAME124075,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19355,female,SAME124077,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0316251,-0.00321364,0.00441779,-0.00493718,0.0440462
NA19359,male,SAME125093,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0322154,-0.003336,0.00468922,-0.00542951,0.0475852
NA19360,male,SAME124915,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0322334,-0.00337083,0.00439741,-0.00525585,0.0451444
NA19371,male,SAME125111,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0311908,-0.00315076,0.00435225,-0.0054902,0.0419473
NA19372,male,SAME125100,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0322612,-0.00303473,0.00449472,-0.00535745,0.0442074
NA19373,male,SAME124706,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19374,male,SAME125115,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0318361,-0.00303936,0.00418784,-0.00532417,0.0439387
NA19375,male,SAME125116,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.031536,-0.00300736,0.00475361,-0.0057367,0.0458624
NA19376,male,SAME124469,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0323359,-0.00329502,0.00443024,-0.00594818,0.0476394
NA19377,female,SAME124470,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0320546,-0.00316751,0.00450146,-0.00541777,0.0448503
NA19378,female,SAME125091,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.032282,-0.00315316,0.00391961,-0.00462174,0.0389531
NA19379,female,SAME125092,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0322445,-0.00329464,0.00457967,-0.00521936,0.0452294
NA19380,male,SAME124276,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0315565,-0.00306597,0.00461206,-0.00557262,0.0445953
NA19381,female,SAME124275,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19382,male,SAME124274,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19383,male,SAME124273,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0316888,-0.0031213,0.00466842,-0.00541591,0.0432718
NA19384,male,SAME124272,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0329775,-0.00345382,0.00500101,-0.0056675,0.0457532
NA19385,male,SAME124271,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0317501,-0.00294946,0.0044113,-0.00536044,0.0424389
NA19390,female,SAME124493,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0318042,-0.0030499,0.00442802,-0.00530651,0.0429605
NA19391,female,SAME124494,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0325459,-0.00350184,0.00451899,-0.00507574,0.044666
NA19393,male,SAME124496,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.032035,-0.00346031,0.00433733,-0.00558805,0.044559
NA19394,male,SAME124489,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0320263,-0.00333154,0.00426343,-0.00579797,0.0463222
NA19395,female,SAME124490,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.031723,-0.00323868,0.00472443,-0.00523941,0.0408478
NA19396,female,SAME124491,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19397,male,SAME124492,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0326244,-0.00337753,0.00461136,-0.00556729,0.0463333
NA19398,female,SAME124497,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0320804,-0.0033079,0.00421566,-0.00529942,0.0446326
NA19399,female,SAME124498,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.03302,-0.00346331,0.00447965,-0.00518419,0.0446206
NA19401,female,SAME123634,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0313823,-0.00303679,0.00455695,-0.00565818,0.0423898
NA19403,female,SAME123636,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0309046,-0.0028366,0.00424528,-0.00542304,0.0434931
NA19404,female,SAME123637,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0321408,-0.00335863,0.00448925,-0.00534076,0.0449028
NA19428,male,SAME124036,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0319862,-0.00319804,0.00493436,-0.00572805,0.0449409
NA19429,male,SAME124037,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0317352,-0.00355605,0.00420881,-0.00541136,0.0430529
NA19430,male,SAME123854,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0314041,-0.00320376,0.0044866,-0.00527139,0.0456704
NA19431,female,SAME123853,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0317368,-0.00346854,0.00430868,-0.00556448,0.0460155
NA19432,female,SAME123855,LWK,Luhya,AFR,African Ancestry,LWK,1000 Genomes phase 3 release,,,,,
NA19434,female,SAME123850,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0315535,-0.00306608,0.00469076,-0.00531518,0.0460216
NA19435,female,SAME123849,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0312782,-0.0029688,0.00455769,-0.00563656,0.0435646
NA19436,female,SAME123852,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0312233,-0.00336221,0.00454939,-0.00544,0.0451132
NA19437,female,SAME123851,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0312811,-0.00260362,0.00427429,-0.0058945,0.042474
NA19438,female,SAME123848,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0314346,-0.00352757,0.00432788,-0.00565235,0.0432022
NA19439,female,SAME123847,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0321028,-0.00323554,0.00425059,-0.00505135,0.0422247
NA19440,female,SAME122951,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0317715,-0.00299943,0.0046027,-0.00606221,0.0438126
NA19443,male,SAME122954,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0319327,-0.0033734,0.0048232,-0.00565074,0.046035
NA19444,male,SAME122947,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19445,female,SAME122948,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0320022,-0.00311928,0.00455702,-0.00563952,0.0440696
NA19446,female,SAME122949,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0322493,-0.00305485,0.00462206,-0.00552919,0.0445927
NA19448,male,SAME122945,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0310481,-0.00323841,0.00419149,-0.00584781,0.0460747
NA19449,female,SAME122946,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0316541,-0.0035896,0.004392,-0.00521202,0.0443713
NA19451,male,SAME125415,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0317954,-0.0032077,0.00455247,-0.00589558,0.048645
NA19452,male,SAME125414,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.030697,-0.00308789,0.00436862,-0.00579321,0.045721
NA19453,male,SAME125413,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19454,male,SAME125412,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0324176,-0.0031196,0.00420367,-0.00488304,0.0396331
NA19455,male,SAME125411,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0316067,-0.00312728,0.00442111,-0.00567144,0.0448286
NA19456,female,SAME125410,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0316049,-0.0032687,0.00439017,-0.00515616,0.0426823
NA19457,female,SAME125409,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0316552,-0.00317668,0.00438333,-0.00553461,0.0424585
NA19461,male,SAME123298,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0315282,-0.00326403,0.0046916,-0.00556061,0.044453
NA19462,female,SAME123296,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0326518,-0.00361667,0.00465707,-0.00574593,0.0449449
NA19463,female,SAME123297,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.031596,-0.00291655,0.00468002,-0.00572776,0.0435967
NA19466,male,SAME123294,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0311023,-0.00310866,0.00461258,-0.0058821,0.0448464
NA19467,female,SAME123295,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0312558,-0.00295495,0.00460937,-0.00584876,0.0454622
NA19468,female,SAME123299,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0311033,-0.00341868,0.00409095,-0.00547611,0.0456392
NA19469,female,SAME123300,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19470,female,SAME123118,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19471,female,SAME123117,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0314188,-0.00305736,0.00467015,-0.00580494,0.0464637
NA19472,female,SAME123120,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0315148,-0.00297747,0.00452139,-0.00554419,0.0459627
NA19473,female,SAME123119,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.031331,-0.00318477,0.00458073,-0.00573265,0.0457942
NA19474,female,SAME123122,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0313967,-0.00323098,0.0045649,-0.00570215,0.043676
NA19475,female,SAME123121,LWK,Luhya,AFR,African Ancestry,LWK,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0318846,-0.00321471,0.00417124,-0.0055615,0.0415504
NA19625,female,SAME123655,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0173875,-0.0024735,0.0172026,0.00952839,0.0208965
NA19648,female,SAME123307,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.010753,0.021756,0.0113343,-0.0147469,-0.000973451
NA19649,male,SAME123442,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0108675,0.0154828,0.0210165,0.00196348,0.00252867
NA19650,male,SAME124976,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release",,,,,
NA19651,female,SAME123123,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.010169,0.013369,0.0232547,0.00606226,0.00354983
NA19652,male,SAME124978,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0107933,0.0134072,0.0236405,0.00654893,0.00375631
NA19653,female,SAME123125,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19654,female,SAME123128,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0114096,0.00348498,0.0392358,0.0321136,0.00787038
NA19655,male,SAME124980,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0105965,0.011408,0.0255393,0.0109031,0.0036933
NA19656,female,SAME123130,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19657,female,SAME123129,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0121333,0.00190171,0.0429995,0.0373808,0.00704711
NA19658,male,SAME123132,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0118539,0.011685,0.0263635,0.0120434,0.00378524
NA19659,female,SAME123131,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19660,female,SAME122958,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19661,male,SAME122959,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0115242,0.00551748,0.0353042,0.0249855,0.00589991
NA19662,female,SAME122960,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19663,female,SAME122961,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0113535,0.000627816,0.0421786,0.0378043,0.00975213
NA19664,male,SAME122955,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0113077,0.00370035,0.0363676,0.0290057,0.00790675
NA19665,female,SAME122956,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19669,female,SAME123903,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0123163,0.0112824,0.0256327,0.0101022,0.0028524
NA19670,male,SAME122795,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0113216,0.00624625,0.0343794,0.0248139,0.00620581
NA19671,female,SAME122794,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19672,female,SAME122793,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19674,male,SAME122792,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,1000 Genomes phase 3 release,,,,,
NA19675,female,SAME122791,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19676,male,SAME122790,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0111609,0.0123555,0.0251234,0.00870121,0.00486876
NA19677,female,SAME122789,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19678,female,SAME122797,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.00913006,0.0149047,0.0197344,8.53116e-05,0.00387909
NA19679,male,SAME122796,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.00998368,0.0221977,0.00969699,-0.0178102,0.000750315
NA19680,female,SAME122937,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19681,female,SAME122938,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0121225,0.00166576,0.0421936,0.0358506,0.00933741
NA19682,male,SAME122935,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0124798,0.00557167,0.0351088,0.0261639,0.00765026
NA19683,female,SAME122936,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19684,female,SAME122941,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0125607,0.0139007,0.0243567,0.00605911,0.00322858
NA19685,male,SAME122942,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19686,female,SAME122939,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19700,male,SAME124233,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0258876,0.000925893,0.00526387,-0.00807318,0.0202557
NA19701,female,SAME124232,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0265531,-0.000305025,0.00686179,-0.00480916,0.020877
NA19702,male,SAME124231,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
